spin_half,charge_1_3,has_charge,Strong,EM,Weak,logMass,stable_band,novelty,novelty_norm,propagation_fraction,measurability,score_v02,universal_potential_speed_mps
0,-3,1,1,1,0,-4,0,1.496215937463331,0.8487387900566392,0.0,0.8,0.7468063345311515,299792458
0,2,1,1,1,1,-8,0,1.2717495581974896,0.7214086912545377,0.0,1.0,0.7467747801899958,299792458
0,3,1,1,1,0,-3,0,1.4870949018692563,0.8435648198292512,0.0,0.8,0.7439606509060882,299792458
0,3,1,1,1,0,-6,1,1.4870949018692563,0.8435648198292512,0.0,0.8,0.7439606509060882,299792458
0,4,1,1,1,0,-2,0,1.4870949018692563,0.8435648198292512,0.0,0.8,0.7439606509060882,299792458
0,-2,1,1,1,0,-5,0,1.4870949018692563,0.8435648198292512,0.0,0.8,0.7439606509060882,299792458
0,4,1,1,1,0,-4,1,1.4807916005205917,0.839989228749064,0.0,0.8,0.7419940758119852,299792458
0,5,1,1,1,0,0,0,1.4807916005205917,0.839989228749064,0.0,0.8,0.7419940758119852,299792458
0,-3,1,1,1,0,-4,1,1.4807916005205917,0.839989228749064,0.0,0.8,0.7419940758119852,299792458
0,-3,1,1,1,0,-3,0,1.4807916005205917,0.839989228749064,0.0,0.8,0.7419940758119852,299792458
0,1,1,1,1,0,-3,0,1.4807916005205917,0.839989228749064,0.0,0.8,0.7419940758119852,299792458
0,-4,1,1,1,1,-7,0,1.2555997022319247,0.7122475742869954,0.0,1.0,0.7417361658578474,299792458
0,5,1,1,1,1,-8,1,1.2555997022319247,0.7122475742869954,0.0,1.0,0.7417361658578474,299792458
0,6,1,1,1,1,-4,0,1.2555997022319247,0.7122475742869954,0.0,1.0,0.7417361658578474,299792458
0,-4,1,1,1,1,-8,1,1.2555997022319247,0.7122475742869954,0.0,1.0,0.7417361658578474,299792458
0,-5,1,1,1,1,-5,1,1.2537924329220558,0.7112223883302375,0.0,1.0,0.7411723135816306,299792458
0,6,1,1,1,1,-5,1,1.2537924329220558,0.7112223883302375,0.0,1.0,0.7411723135816306,299792458
0,-5,1,1,1,1,-4,0,1.2537924329220558,0.7112223883302375,0.0,1.0,0.7411723135816306,299792458
0,2,1,1,1,0,-3,0,1.4777257761126572,0.8382501187493884,0.0,0.8,0.7410375653121637,299792458
0,-1,1,1,1,0,-5,0,1.4777257761126572,0.8382501187493884,0.0,0.8,0.7410375653121637,299792458
0,-2,1,1,1,0,-6,1,1.468682906027727,0.8331204884451323,0.0,0.8,0.7382162686448228,299792458
0,-3,1,1,1,0,-2,0,1.468682906027727,0.8331204884451323,0.0,0.8,0.7382162686448228,299792458
0,-3,1,1,1,0,3,1,1.4686829060277273,0.8331204884451324,0.0,0.8,0.7382162686448228,299792458
0,-3,1,1,1,0,-3,1,1.4686829060277273,0.8331204884451324,0.0,0.8,0.7382162686448228,299792458
0,5,1,1,1,0,1,0,1.4686829060277273,0.8331204884451324,0.0,0.8,0.7382162686448228,299792458
0,2,1,1,1,0,-6,1,1.468682906027727,0.8331204884451323,0.0,0.8,0.7382162686448228,299792458
0,4,1,1,1,0,-3,1,1.4686829060277273,0.8331204884451324,0.0,0.8,0.7382162686448228,299792458
0,4,1,1,1,0,3,1,1.4686829060277273,0.8331204884451324,0.0,0.8,0.7382162686448228,299792458
